Country Name,Year,Birth Rate,GDP,Unemployment Rate,Female Labour Force,Health/GDP
Azerbaijan,1989,2.8,8884848484.84848,11.777,49.0696205706327,5.665
Belgium,1989,1.58,164221056511.057,7.367,39.0304917623184,5.665
Bulgaria,1989,1.9,21988444444.4444,0.025,47.256276089319,4.128
Bosnia and Herzegovina,1989,1.821,7753478260.86957,70.0,40.7208627387751,4.786
Belarus,1989,2.026,17389558232.9317,6.281,48.6605375114777,4.786
Switzerland,1989,1.56,208105846934.409,0.564,41.5096545678413,4.786
Cyprus,1989,2.371,4563482603.5503,2.3,35.0706676643938,2.244
Czechia,1989,1.87,41016881802.4843,4.0,44.6367742241851,3.604
Germany,1989,1.42,1404092925205.45,6.79,40.6131953454893,6.058
Denmark,1989,1.62,112312200760.581,6.825,46.4031459405589,6.754
Spain,1989,1.4,414460794096.978,17.24,34.4780602338429,4.472
Estonia,1989,2.22,4013091682.2914,6.526,47.7367608337971,4.366
Finland,1989,1.71,118991270611.057,3.108,47.1837755373898,5.333
France,1989,1.79,1016742237302.08,8.7,43.4519761541884,5.8334723
United Kingdom,1989,1.79,926884816753.927,7.225,43.7226908505045,4.249
Georgia,1989,2.259,8902632715.25406,12.715,47.6128991114323,3.387
Greece,1989,1.4,78067933277.3815,7.5,36.1141592284947,3.387
Croatia,1989,1.63,25650213279.6781,13.159,42.7671318971182,5.876
Hungary,1989,1.82,30323270274.4059,0.531,47.2703445615671,5.602
Ireland,1989,2.08,39238392677.7542,17.9,35.0639585458911,4.261
Iceland,1989,2.19,5672569449.07068,1.658,45.8196963048748,6.707
Italy,1989,1.33,930801709003.669,9.667,36.2814302028116,5.311
Kazakhstan,1989,2.82,26932016269.6107,7.536,48.6937262088838,4.247
Lithuania,1989,1.98,7921210339.58439,14.6,48.2197953552337,4.247
Luxembourg,1989,1.52,10037674037.674,1.402,34.8169221459008,4.751
Latvia,1989,2.05,5608208784.9401,3.178,47.4601981262719,2.758
Moldova,1989,2.467,3592857043.05057,2.899,51.5948668570447,4.917
North Macedonia,1989,2.202,4699646643.10954,31.992,42.6945845958748,4.917
Netherlands,1989,1.55,258716904291.801,5.674,42.7239705488286,4.917
Norway,1989,1.89,102633934390.615,4.908,44.108190033712,5.632
Poland,1989,2.08,65977748210.5263,6.3,45.6092746396159,3.936
Portugal,1989,1.57,60594092182.3275,5.059,42.3017422283468,2.903
Romania,1989,2.22,41450777202.0725,3.4,43.2605595330065,4.444
Serbia,1989,1.733,17921892655.3672,12.26,43.700407664294,5.689
Slovenia,1989,1.52,19832029087.1272,7.836,46.361502473853,5.689
Sweden,1989,2.01,217634838449.487,2.025,47.7987299846658,6.32
Tajikistan,1989,5.46,2629395066.27017,3.2,36.2774943756906,2.511
Ukraine,1989,1.935,82709161099.1244,14.8,49.4843331984143,2.511
Uzbekistan,1989,4.179,11948815258.1132,5.2,38.2682056195572,5.74
Albania,1990,2.9,2028553750.0,8.457,41.1321113672118,5.74
Armenia,1990,2.713,2256863448.77086,38.4,47.7651733712082,5.74
Austria,1990,1.46,165811372382.912,2.723,40.926401267308,5.74
Azerbaijan,1990,2.74,8884848484.84848,11.777,49.0696205706327,5.665
Belgium,1990,1.62,205331747947.851,6.558,39.0304917623184,5.665
Bulgaria,1990,1.82,20632090909.0909,2.9,47.256276089319,4.128
Bosnia and Herzegovina,1990,1.794,7753478260.86957,70.0,40.7208627387751,4.786
Belarus,1990,1.913,17389558232.9317,6.281,48.6605375114777,4.786
Switzerland,1990,1.58,265763573999.424,0.501,41.5096545678413,4.786
Cyprus,1990,2.405,5591130217.66965,1.8,35.0706676643938,2.244
Czechia,1990,1.9,41016881802.4843,4.0,44.6367742241851,3.604
Germany,1990,1.45,1778162195860.07,6.155,40.6131953454893,6.058
Denmark,1990,1.67,138217740684.484,7.167,46.4031459405589,6.622
Spain,1990,1.36,536175326477.31,16.238,34.4780602338429,4.768
Estonia,1990,2.05,4013091682.2914,6.526,47.7367608337971,4.366
Finland,1990,1.78,141446120354.533,3.2,47.1837755373898,5.802
France,1990,1.77,1257649439826.53,8.4,43.4519761541884,6.076
United Kingdom,1990,1.83,1093169389204.55,7.1,43.7226908505045,4.291
Georgia,1990,2.306,7735927263.59261,12.715,47.6128991114323,3.285
Greece,1990,1.39,96529587274.2906,7.0,36.1141592284947,3.285
Croatia,1990,1.63,25650213279.6781,13.159,42.7671318971182,5.876
Hungary,1990,1.87,34365891768.6878,2.082,47.2703445615671,5.602
Ireland,1990,2.11,49305632408.4929,17.2,35.0639585458911,4.109
Iceland,1990,2.3,6468736355.55678,2.594,45.8196963048748,6.416
Italy,1990,1.33,1183945130898.51,8.858,36.2814302028116,5.685
Kazakhstan,1990,2.72,26932016269.6107,7.536,48.6937262088838,4.247
Lithuania,1990,2.03,7921210339.58439,14.6,48.2197953552337,4.247
Luxembourg,1990,1.6,12778792853.6939,1.256,34.8169221459008,4.941
Latvia,1990,2.02,5608208784.9401,3.178,47.4601981262719,2.758
Moldova,1990,2.388,3592857043.05057,2.899,51.5948668570447,4.978
North Macedonia,1990,2.185,4699646643.10954,31.992,42.6945845958748,4.978
Netherlands,1990,1.62,318799003993.707,5.112,42.7239705488286,4.978
Norway,1990,1.93,119791843059.572,5.229,44.108190033712,5.858
Poland,1990,2.06,65977748210.5263,6.3,45.6092746396159,3.936
Portugal,1990,1.56,78713860216.5659,4.225,42.3017422283468,3.581
Romania,1990,1.83,38247882300.4904,3.4,43.2605595330065,4.444
Serbia,1990,1.743,17921892655.3672,12.26,43.700407664294,5.689
Slovenia,1990,1.46,19832029087.1272,7.836,46.361502473853,5.689
Sweden,1990,2.13,261469578630.804,2.242,47.7987299846658,5.692
Tajikistan,1990,5.342,2629395066.27017,3.2,36.2774943756906,2.511
Ukraine,1990,1.85,81393558423.4406,14.8,49.4843331984143,2.511
Uzbekistan,1990,4.072,13362340337.8657,5.2,38.2682056195572,5.792
Albania,1991,2.826,1099559027.77778,8.9,41.604858871124,5.792
Armenia,1991,2.645,2069870129.87013,38.4,47.7662512037085,5.792
Austria,1991,1.51,173113449616.971,3.151,41.0335822467023,5.792
Azerbaijan,1991,2.87,5344000000.0,11.777,49.0880375358464,5.665
Belgium,1991,1.66,210510999409.333,6.45,39.803780300273,5.665
Bulgaria,1991,1.66,10943548387.0968,6.78,47.2912675824708,4.128
Bosnia and Herzegovina,1991,1.798,6122959183.67347,70.0,40.6598193244518,4.786
Belarus,1991,1.805,18404907975.4601,6.281,48.5811324829112,4.786
Switzerland,1991,1.58,268901693863.319,1.083,41.2854780251877,4.786
Cyprus,1991,2.336,5770197348.48485,3.0,35.2224310347193,2.244
Czechia,1991,1.86,30071014282.3218,4.0,44.4388165765564,3.703
Germany,1991,1.33,1875792575132.59,5.47,41.9591231017249,6.0839376
Denmark,1991,1.68,139180507777.691,7.867,46.7138742741135,6.607
Spain,1991,1.33,576753902321.857,16.313,34.6372286814724,4.835
Estonia,1991,1.8,4013091682.2914,6.526,47.4029241168909,4.366
Finland,1991,1.79,127794441993.824,6.7,47.0979162609542,6.681
France,1991,1.75,1258961748633.88,8.617,43.9583982145164,6.217
United Kingdom,1991,1.82,1142797178130.51,8.85,43.8790775514549,4.586
Georgia,1991,2.262,6339735099.33775,12.715,47.7838599374826,3.211
Greece,1991,1.37,103680863712.844,7.7,34.919010606387,3.211
Croatia,1991,1.53,18760386774.7973,13.159,42.7562379399981,5.876
Hungary,1991,1.87,34753569692.915,8.415,47.0823590932211,5.602
Ireland,1991,2.08,49787502852.0725,19.0,35.4780760521866,4.468
Iceland,1991,2.18,6909730288.17061,2.925,45.6570219173023,6.572
Italy,1991,1.3,1249092439519.28,8.533,36.6240543622893,5.864
Kazakhstan,1991,2.61,24923076923.0769,7.536,48.5894958952099,4.247
Lithuania,1991,2.01,7921210339.58439,14.6,48.0191276977659,4.247
Luxembourg,1991,1.6,13834219728.293,1.38,35.5962397236365,4.735
Latvia,1991,1.86,5608208784.9401,3.178,47.4034452624686,2.758
Moldova,1991,2.281,3094565870.64237,2.899,51.5463668294996,5.219
North Macedonia,1991,2.189,4938775510.20408,31.992,42.5679560453515,5.219
Netherlands,1991,1.61,327982316124.47,4.799,42.7436778279045,5.219
Norway,1991,1.92,121872464483.487,5.469,44.3819128765285,6.174
Poland,1991,2.07,85500935934.9901,11.8,45.5370122827571,4.175
Portugal,1991,1.56,89233599278.4792,4.138,43.2093404846633,3.75
Romania,1991,1.59,28850634899.856,3.5,43.178054050781,4.444
Serbia,1991,1.73,17921892655.3672,12.26,43.7106673590794,5.689
Slovenia,1991,1.42,14454495058.907,7.836,46.3496672353028,5.689
Sweden,1991,2.11,273834608019.843,4.0,47.8223053320245,5.558
Tajikistan,1991,5.176,2536585365.85366,3.2,36.251551075112,2.511
Ukraine,1991,1.776,77350733982.4458,14.8,49.5454403688439,2.511
Uzbekistan,1991,4.199,13800167711.5003,5.2,38.3410674854864,6.048
Albania,1992,2.767,652174990.837304,26.5,41.8171730500404,6.048
Armenia,1992,2.508,1272835453.42634,38.4,47.8677217761632,6.048
Austria,1992,1.51,194314032056.098,3.29,41.6327154816315,6.048
Azerbaijan,1992,2.74,444658671.586716,11.777,49.0972704479344,5.665
Belgium,1992,1.65,234781652446.675,7.092,40.4007956072106,5.665
Bulgaria,1992,1.55,10350515463.9175,13.24,47.3415619454304,4.128
Bosnia and Herzegovina,1992,1.773,4735044707.23969,70.0,40.8357358906953,4.786
Belarus,1992,1.764,16939790093.9054,6.281,48.4109623616897,4.786
Switzerland,1992,1.58,279921425828.474,2.549,41.6565658762271,4.786
Cyprus,1992,2.461,6912150456.32334,1.825,35.7889946281563,2.244
Czechia,1992,1.71,35051065440.3962,4.0,44.4199971994271,3.762
Germany,1992,1.29,2141377582968.07,6.592,42.1275762213052,7.159
Denmark,1992,1.76,152966494259.538,8.608,46.9062773288618,6.592
Spain,1992,1.31,630465353486.104,18.353,35.6322897002633,5.124
Estonia,1992,1.71,4013091682.2914,6.526,46.980755613967,4.366
Finland,1992,1.85,112537828510.751,11.8,47.0525358315647,6.725
France,1992,1.74,1389663073110.28,9.442,44.2262554027087,6.411
United Kingdom,1992,1.79,1179659529659.53,9.95,44.1237056494621,4.975
Georgia,1992,2.134,3690328963.64086,12.715,47.983675011778,3.607
Greece,1992,1.36,114608178405.434,8.7,36.0765761121951,3.607
Croatia,1992,1.48,10621169290.9986,15.253,42.9119902822276,5.876
Hungary,1992,1.77,38730585922.2189,9.303,47.040726640302,5.949
Ireland,1992,1.99,55918538121.3989,16.3,36.2658221468477,4.703
Iceland,1992,2.21,7080981738.05606,4.665,45.9747385425225,6.602
Italy,1992,1.3,1323204350353.5,8.808,36.2553161437641,5.735
Kazakhstan,1992,2.5,24917355371.9008,7.536,48.5624259133271,4.247
Lithuania,1992,1.97,7921210339.58439,14.6,47.8430378209475,4.247
Luxembourg,1992,1.64,15518702634.8808,1.634,37.1748387739203,4.961
Latvia,1992,1.73,5608208784.9401,3.178,47.409220365266,2.758
Moldova,1992,2.218,2319243435.96096,2.899,51.5066612411745,5.632
North Macedonia,1992,2.12,2436849341.97604,31.992,41.9748170648839,5.632
Netherlands,1992,1.59,363497050125.313,4.865,43.026190280474,5.632
Norway,1992,1.88,130838040067.584,5.915,44.4640164194559,6.342
Poland,1992,1.95,94337050693.2727,13.6,45.5559734023762,4.259
Portugal,1992,1.54,107592098307.098,3.86,43.3155654585775,3.627
Romania,1992,1.51,25121666666.6667,5.441,43.1719108863742,4.444
Serbia,1992,1.678,17921892655.3672,12.26,43.7406204577722,5.689
Slovenia,1992,1.33,14277261540.7456,7.836,46.3795012220754,5.689
Sweden,1992,2.09,283912173666.678,7.1,47.7958450382178,6.471
Tajikistan,1992,4.965,1908554572.27139,3.2,36.3018479894957,2.511
Ukraine,1992,1.674,73945908383.7046,14.8,49.6004016036146,2.511
Uzbekistan,1992,4.004,12953801760.2414,5.2,38.9574570254565,6.467
Albania,1993,2.707,1185315468.46295,22.3,41.8115885407417,6.467
Armenia,1993,2.315,1201312829.27524,38.4,48.0360284305269,6.467
Austria,1993,1.5,189634029338.696,3.958,41.9254504662036,6.467
Azerbaijan,1993,2.7,1570392598.14954,11.777,49.2108944192607,5.701
Belgium,1993,1.61,224721795708.955,8.625,41.0371463705028,5.701
Bulgaria,1993,1.46,10832064941.654,15.84,47.1747455888608,4.128
Bosnia and Herzegovina,1993,1.741,3630668949.83246,70.0,41.2925185011934,4.786
Belarus,1993,1.623,16275073526.9819,6.281,48.2910444383527,4.786
Switzerland,1993,1.51,272237527070.926,4.504,41.9623397853437,4.786
Cyprus,1993,2.247,6590291048.29211,2.7,36.3241240965006,2.244
Czechia,1993,1.67,41155654032.1751,4.0,44.4034831808337,5.002
Germany,1993,1.28,2078954217437.6,7.775,42.1094597698105,7.1
Denmark,1993,1.75,143111306004.102,9.533,46.88246527298,6.82
Spain,1993,1.26,524700572623.872,22.64,36.1456066128233,5.299
Estonia,1993,1.49,4013091682.2914,6.526,47.3113493229308,4.366
Finland,1993,1.81,89112105756.2194,16.5,47.0061844320555,5.903
France,1993,1.73,1314383368079.69,10.267,44.6496008258393,6.716
United Kingdom,1993,1.76,1061388722255.55,10.375,44.4941990371394,5.066
Georgia,1993,2.012,2701181331.30816,12.715,48.2335899242137,4.046
Greece,1993,1.32,107295704518.43,9.7,36.312599297583,4.046
Croatia,1993,1.52,11259647874.4986,14.775,43.0745446156879,5.876
Hungary,1993,1.68,40124916940.5945,11.29,47.0441694726322,5.969
Ireland,1993,1.9,52417477613.676,16.7,37.0939368340367,4.769
Iceland,1993,2.22,6218581531.64347,5.764,46.4213713169326,6.557
Italy,1993,1.25,1067412587670.73,9.833,36.0797974794528,5.55
Kazakhstan,1993,2.3,23409260879.9427,7.536,48.5429152387724,4.247
Lithuania,1993,1.74,7921210339.58439,14.6,47.7248709853009,4.247
Luxembourg,1993,1.7,15925521222.0149,2.105,36.421779554701,5.028
Latvia,1993,1.51,5608208784.9401,6.951,47.4129650728343,2.758
Moldova,1993,2.105,2371813014.64989,2.899,51.4821994231951,5.78
North Macedonia,1993,2.098,2682456896.55172,31.992,41.4337058283227,5.78
Netherlands,1993,1.57,354070495965.828,5.53,43.1464453248007,5.78
Norway,1993,1.86,120579213712.804,5.948,44.6694584371616,6.225
Poland,1993,1.87,96043157272.862,16.4,45.5863186832788,3.925
Portugal,1993,1.52,95009751901.2592,5.127,43.7875556992866,4.008
Romania,1993,1.43,26361160449.9704,9.206,43.2089990467957,4.444
Serbia,1993,1.702,17921892655.3672,12.26,43.7801859229449,5.689
Slovenia,1993,1.33,14449298371.7879,8.591,46.4360101951942,5.689
Sweden,1993,1.99,212647043708.405,11.15,47.7385370307581,6.693
Tajikistan,1993,4.812,1646623195.15603,3.2,36.466039194443,2.511
Ukraine,1993,1.562,65648559903.0571,14.8,49.6713569692569,2.511
Uzbekistan,1993,3.8,13099928447.4768,5.2,39.154035317008,6.828
Albania,1994,2.707,1880950864.41311,18.4,41.8416658269394,6.828
Armenia,1994,2.167,1315158636.67553,38.4,48.1431758194977,6.828
Austria,1994,1.47,202738023129.743,3.85,42.9972662777173,6.828
Azerbaijan,1994,2.52,1193141110.35043,11.777,49.505122567975,5.502
Belgium,1994,1.56,244884129491.198,9.75,41.1312764103477,5.502
Bulgaria,1994,1.37,9697416974.16974,14.05,46.9964246488004,4.128
Bosnia and Herzegovina,1994,1.705,1255802469.1358,70.0,41.6115779632326,4.786
Belarus,1994,1.533,14931435232.078,6.947,48.3229501791418,4.786
Switzerland,1994,1.49,301375055202.164,4.723,41.9455914099176,4.786
Cyprus,1994,2.167,7425703928.57143,2.7,36.8968073360254,2.244
Czechia,1994,1.44,48188478339.4129,4.0,44.3945623100044,5.095
Germany,1994,1.24,2215282632276.73,8.425,42.4378339847519,7.327
Denmark,1994,1.81,156017919221.457,7.733,45.8394823598453,6.602
Spain,1994,1.19,530183651720.283,24.118,37.1317157107332,5.192
Estonia,1994,1.42,4123011419.74174,7.546,47.3904239067119,4.366
Finland,1994,1.85,103182697780.307,16.7,46.9387615845315,5.448
France,1994,1.73,1385822778827.98,10.667,44.9153165653332,6.656
United Kingdom,1994,1.74,1140489745944.29,9.5,44.6448163563545,5.091
Georgia,1994,1.917,2513870586.73344,12.715,48.51052095724,4.099
Greece,1994,1.33,114980063202.247,9.6,36.4770762836546,4.099
Croatia,1994,1.47,15062911616.8222,14.48,43.2362868139263,5.876
Hungary,1994,1.64,43166678735.2183,10.118,47.0915787078708,6.369
Ireland,1994,1.85,57097656065.96,15.1,37.6216493445764,4.677
Iceland,1994,2.14,6389460342.78656,5.776,46.6000450822752,6.433
Italy,1994,1.21,1101750159702.21,10.633,36.4475711751133,5.276
Kazakhstan,1994,2.28,21250792886.1054,7.536,48.576131929625,4.247
Lithuania,1994,1.57,7921210339.58439,14.6,47.6418350782726,4.247
Luxembourg,1994,1.72,17701798890.7644,2.732,37.1677866393843,4.837
Latvia,1994,1.39,5608208784.9401,6.951,47.4959011346129,2.758
Moldova,1994,1.989,1702314267.59123,15.0,51.4618773958224,5.624
North Macedonia,1994,2.224,3559608639.98379,31.992,41.1544731627434,5.624
Netherlands,1994,1.57,379688232231.505,6.193,43.2184464633293,5.624
Norway,1994,1.87,127131319428.701,5.393,45.0251336869325,6.155
Poland,1994,1.81,110803635287.621,11.4,45.826243197339,3.628
Portugal,1994,1.45,99688641304.3478,6.34,44.1182109340912,3.992
Romania,1994,1.4,30072805104.2542,10.994,43.2509492068151,4.444
Serbia,1994,1.66,17921892655.3672,12.26,43.815892047884,5.689
Slovenia,1994,1.32,16400767069.6294,8.497,46.483472202086,5.689
Sweden,1994,1.88,228701658890.617,10.783,47.6380752777916,6.348
Tajikistan,1994,4.766,1522001205.54551,3.2,36.5771795733653,2.511
Ukraine,1994,1.468,52549553403.0304,14.8,49.761826032486,2.511
Uzbekistan,1994,3.537,12899074922.38,5.2,39.4915904671789,6.716
Albania,1995,2.685,2392764853.42107,12.9,41.8500836274286,6.716
Armenia,1995,2.055,1468317435.20148,38.4,48.2001726540044,6.716
Austria,1995,1.42,240094169510.031,4.242,43.3571307319708,6.716
Azerbaijan,1995,2.29,2417331192.9526,11.777,49.8890427008792,5.774
Belgium,1995,1.56,288025588396.278,9.683,41.3602338952612,5.774
Bulgaria,1995,1.23,18991484420.36,11.37,46.8233124603405,4.128
Bosnia and Herzegovina,1995,1.676,1866572953.73665,70.0,41.6878748595627,4.786
Belarus,1995,1.406,13972683273.5692,7.703,48.3878587007248,4.786
Switzerland,1995,1.48,352835806342.495,4.233,41.9528168121491,4.786
Cyprus,1995,2.033,9933137128.07244,2.6,37.4709718547151,2.244
Czechia,1995,1.28,60572381311.2283,4.0,44.2615597096919,5.115
Germany,1995,1.25,2593053091306.13,8.233,42.5959911283369,7.643
Denmark,1995,1.8,184848481008.139,6.758,45.2974464179554,6.374
Spain,1995,1.16,614170002668.802,22.9,37.7276538143807,5.064
Estonia,1995,1.38,4502970889.06373,9.645,47.5086649578036,4.366
Finland,1995,1.81,134060457516.34,15.5,47.4631707490882,5.239
France,1995,1.74,1595219345511.89,10.508,45.2307398496221,7.818
United Kingdom,1995,1.71,1344240176739.78,8.625,44.7358911016778,4.676
Georgia,1995,1.853,2693731865.97036,12.715,48.5072925824948,4.214
Greece,1995,1.28,134974613913.811,10.0,37.1313995291696,4.214
Croatia,1995,1.58,22772394546.6058,14.5,43.4062522492263,5.876
Hungary,1995,1.57,46425677734.1435,10.17,47.1222523120375,5.572
Ireland,1995,1.84,69139823232.3232,14.1,38.2271301203538,4.526
Iceland,1995,2.08,7123633418.19739,5.25,46.5916602852337,6.562
Italy,1995,1.19,1177369428265.78,11.15,36.7941214847504,4.88
Kazakhstan,1995,2.26,20374302652.3819,10.983,48.6750604153138,4.247
Lithuania,1995,1.55,7921210339.58439,14.6,47.5808073128578,4.247
Luxembourg,1995,1.7,20853093869.7318,2.961,36.1907424703006,5.101
Latvia,1995,1.25,5608208784.9401,6.951,47.551101870111,2.758
Moldova,1995,1.831,1752999370.46158,14.4,51.4480619962917,5.48
North Macedonia,1995,2.131,4707041315.24202,31.992,41.0068137577005,5.48
Netherlands,1995,1.53,452967334614.329,7.733,43.1740156333631,5.48
Norway,1995,1.87,152029612324.788,4.906,45.1679685889958,6.098
Poland,1995,1.62,142838527115.448,13.341,45.7315389641725,3.615
Portugal,1995,1.41,118122007430.012,7.917,44.2234225562507,4.426
Romania,1995,1.33,37430162102.6125,9.882,43.3191234157278,4.444
Serbia,1995,1.686,17921892655.3672,12.26,43.8603095413572,5.689
Slovenia,1995,1.29,21367422159.3207,7.0,46.3630450862531,5.689
Sweden,1995,1.73,267052836695.499,10.417,47.6226905483867,6.24
Tajikistan,1995,4.658,1231561860.39946,3.2,36.579048258342,2.511
Ukraine,1995,1.398,48213856468.5718,14.8,49.8614776866523,2.511
Uzbekistan,1995,3.596,13350461264.9969,5.2,39.6277224907526,6.661
Albania,1996,2.615,3199640815.4163,12.3,41.9328298807366,6.661
Armenia,1996,1.97,1596968946.23708,38.4,48.2408282831414,6.661
Austria,1996,1.45,235952581232.129,4.717,43.2939796315435,6.661
Azerbaijan,1996,2.06,3176507376.31836,11.777,50.1437238398998,6.109
Belgium,1996,1.59,279201433224.756,9.55,41.5044353866271,6.109
Bulgaria,1996,1.23,12294964837.6235,10.988,46.6605318715111,4.128
Bosnia and Herzegovina,1996,1.651,2786045321.63743,50.0,41.6347680899008,5.072
Belarus,1996,1.335,14756846153.8462,8.774,48.3929337222882,5.072
Switzerland,1996,1.5,340103959546.926,4.656,43.6098758640362,5.072
Cyprus,1996,1.953,10011914680.0502,3.1,38.0479700606785,2.244
Czechia,1996,1.18,67804105329.8557,3.9,43.9565594822302,5.01
Germany,1996,1.3,2506576553158.31,8.908,42.7604103959883,7.942
Denmark,1996,1.75,187481157845.724,6.317,45.5060438814189,6.42
Spain,1996,1.14,642251412058.321,22.08,38.006556601218,5.09
Estonia,1996,1.37,4786018988.16491,9.881,47.8365071508584,4.366
Finland,1996,1.78,131991975148.848,14.6,47.7476298647204,5.316
France,1996,1.75,1598889216566.23,10.833,45.3481211311479,7.809
United Kingdom,1996,1.73,1419645865834.63,8.1,45.0193744940757,4.665
Georgia,1996,1.792,3094935186.76896,12.715,48.3765445768192,4.265
Greece,1996,1.26,142502984144.96,10.3,37.7622597639299,4.265
Croatia,1996,1.67,24150978346.5253,9.952,43.5817665491579,5.876
Hungary,1996,1.46,46658755151.6017,9.89,47.1294490605529,5.361
Ireland,1996,1.88,75790785030.2419,11.8,38.9715763511957,4.362
Iceland,1996,2.12,7426082270.67669,4.153,46.45698903448,6.562
Italy,1996,1.2,1314776508972.27,11.15,37.1524356788199,4.952
Kazakhstan,1996,2.13,21035357936.8796,12.959,48.8192860742214,4.247
Lithuania,1996,1.49,8430207164.43677,14.6,47.5410735455146,4.247
Luxembourg,1996,1.77,20895314657.9805,3.241,36.9249963731322,5.166
Latvia,1996,1.16,5799465288.41246,20.711,47.5829136823705,2.758
Moldova,1996,1.725,1695122173.91304,13.0,51.4276559576744,5.042
North Macedonia,1996,2.061,4642021256.30689,31.992,40.7408999519773,5.042
Netherlands,1996,1.53,451372549019.608,7.099,43.3630951504937,5.042
Norway,1996,1.89,163520109150.671,4.833,45.6497927925058,6.018
Poland,1996,1.59,160813026223.063,12.343,45.6708636661795,3.865
Portugal,1996,1.44,122630089680.27,8.015,44.4321533771672,4.776
Romania,1996,1.3,36937074278.3004,7.323,43.4117312192383,4.444
Serbia,1996,1.644,23277430167.5978,12.26,43.9188038175526,5.689
Slovenia,1996,1.28,21470699362.6062,6.892,46.157750084232,5.689
Sweden,1996,1.6,291952430659.111,10.883,47.846891644796,6.456
Tajikistan,1996,4.441,1043654822.33503,3.2,36.5690189021063,2.511
Ukraine,1996,1.335,44558831005.0621,10.0,49.9676629001921,2.511
Uzbekistan,1996,3.32,13948892215.5689,5.2,39.6564605662028,6.781
Albania,1997,2.497,2258513974.0968,14.9,42.2378035648263,6.781
Armenia,1997,1.892,1639492444.76152,38.4,48.2948765194082,6.781
Austria,1997,1.39,211724812267.448,4.758,43.4912001023287,6.781
Azerbaijan,1997,2.07,3962362387.47922,11.777,50.3905148308042,5.785
Belgium,1997,1.6,252708051420.839,9.217,41.8822323121823,5.785
Bulgaria,1997,1.09,11316127378.9613,14.023,46.4020059666776,4.128
Bosnia and Herzegovina,1997,1.677,3671909673.04401,32.296,41.5968831870726,5.142
Belarus,1997,1.25,14130585516.1787,7.6,48.45309601907,5.142
Switzerland,1997,1.48,294788198856.198,5.199,43.7223962567264,5.142
Cyprus,1997,1.858,9547816419.61231,3.4,38.6303548834127,2.244
Czechia,1997,1.17,62539765163.1302,4.775,44.0256635521049,5.002
Germany,1997,1.35,2218790886532.82,9.658,43.0966601993543,7.728
Denmark,1997,1.75,173241365735.483,5.242,45.5145922390057,6.331
Spain,1997,1.15,589739772727.273,20.61,38.4120404053093,5.009
Estonia,1997,1.32,5154420649.23354,9.634,48.2768308400794,4.366
Finland,1997,1.75,126862902302.142,12.7,47.2781896520119,5.089
France,1997,1.77,1449392222971.45,10.892,45.2926309280548,7.719
United Kingdom,1997,1.72,1560911918795.02,6.95,45.2260401291608,5.08
Georgia,1997,1.742,3510520231.21387,7.551,48.2689766635276,4.147
Greece,1997,1.27,138766067640.085,10.3,37.8489521008963,4.147
Croatia,1997,1.69,24175764812.1218,9.906,43.7576559106231,5.876
Hungary,1997,1.37,47296952928.7561,8.73,47.1639333168949,5.046
Ireland,1997,1.93,82856648758.3572,9.858,39.4486530844772,4.359
Iceland,1997,2.04,7569672925.33739,4.204,46.261774717011,6.34
Italy,1997,1.22,1244988176443.84,11.242,37.3592672188737,5.135
Kazakhstan,1997,2.0,22165932062.966,13.008,49.0246165197268,4.247
Lithuania,1997,1.47,10168271903.3233,14.6,47.4949957385474,4.247
Luxembourg,1997,1.71,19563836265.2233,3.302,37.7752027809965,4.896
Latvia,1997,1.11,6349481006.53278,15.167,48.4294064822041,2.758
Moldova,1997,1.759,1930081168.83117,12.0,51.4184835948086,4.999
North Macedonia,1997,1.916,3912986090.97363,36.104,40.302733311554,4.999
Netherlands,1997,1.56,417506211881.635,6.101,43.5734134617464,4.999
Norway,1997,1.86,161356631888.484,4.034,45.9745027316631,6.244
Poland,1997,1.51,159893964916.817,11.246,45.4130932469918,3.524
Portugal,1997,1.47,117016535162.95,7.51,44.7603455870607,4.776
Romania,1997,1.32,35575214078.2428,7.85,43.4831379533933,4.444
Serbia,1997,1.559,27153408994.8074,12.26,43.9986576702174,5.689
Slovenia,1997,1.25,20726878751.5006,6.933,46.6094578118391,5.689
Sweden,1997,1.52,268251974485.586,10.875,47.6791213198481,6.202
Tajikistan,1997,4.317,921518032.909326,3.2,36.5799021143586,2.511
Ukraine,1997,1.272,50151531591.7317,9.8,50.0659250609295,2.511
Uzbekistan,1997,3.082,14744603773.5849,5.2,39.5272676500633,6.902
Albania,1998,2.397,2545964540.88383,17.7,42.3619215072885,6.902
Armenia,1998,1.791,1893726437.26462,38.4,48.4687759037655,6.902
Austria,1998,1.37,217068085815.918,4.708,43.7386776451009,6.902
Azerbaijan,1998,2.0,4446368570.6901,11.777,50.640822277557,5.833
Belgium,1998,1.6,258528339631.029,9.342,42.2433984972006,5.833
Bulgaria,1998,1.11,15031055046.7575,12.367,46.2504436657716,4.128
Bosnia and Herzegovina,1998,1.554,4116774300.60671,29.334,41.5845839383676,5.223
Belarus,1998,1.3,15221352698.8944,7.174,48.5438465342159,5.223
Switzerland,1998,1.47,303459014346.806,3.856,44.205639498156,5.223
Cyprus,1998,1.764,10248618778.2805,3.4,39.2141720270105,2.244
Czechia,1998,1.16,67187217327.7326,6.491,44.1604445924265,5.006
